[Item(weight=2, value=2), Item(weight=3, value=1)] 2
QAOA;WFQAOA;HQAOA
-0.537;-0.765;-0.600;
-0.177;-0.470;-0.428;
-0.007;-0.687;-0.518;
-0.810;-0.716;-0.602;
-0.217;-0.361;-0.898;
-0.056;-0.606;-0.324;
-0.417;-0.551;-0.512;
-0.013;-0.635;-0.257;
-0.381;-0.750;-0.935;
-0.216;-0.506;-0.520;
-0.127;-0.395;-0.758;
-0.185;-0.405;-0.412;
-0.099;-0.619;-0.343;
-0.215;-0.853;-1.033;
-0.055;-0.617;-0.600;
-0.125;-0.591;-1.019;
-0.050;-0.666;-0.638;
-0.125;-0.472;-0.400;
-0.294;-0.538;-0.563;
-0.432;-0.675;-0.610;
-0.640;-0.889;-0.437;
-0.161;-0.556;-0.315;
-0.329;-0.257;-0.619;
-0.147;-0.681;-0.614;
-0.373;-0.612;-0.413;
-0.023;-0.602;-0.493;
-0.038;-0.728;-0.775;
-0.377;-0.890;-0.939;
-0.070;-0.749;-0.496;
-0.107;-0.324;-0.336;
-0.076;-1.001;-0.569;
-0.356;-0.572;-0.493;
-0.397;-0.578;-0.412;
-0.155;-0.610;-0.500;
-0.677;-0.466;-0.501;
-0.096;-0.532;-0.811;
-0.227;-0.536;-0.422;
-0.030;-0.399;-0.744;
-0.107;-0.344;-0.386;
-0.325;-0.557;-0.535;
-0.377;-0.705;-0.626;
-0.084;-0.786;-0.545;
-0.230;-0.657;-0.409;
-0.414;-0.600;-0.412;
-0.500;-0.980;-0.708;
-0.566;-0.535;-0.861;
-0.642;-0.778;-0.228;
-0.116;-0.598;-0.750;
-0.204;-0.690;-0.241;
-0.062;-0.567;-0.196;
-0.092;-1.125;-0.322;
-0.055;-0.519;-0.692;
-0.251;-0.614;-0.610;
-0.164;-0.717;-0.597;
-0.020;-0.371;-0.465;
-0.084;-0.812;-0.589;
-0.209;-0.709;-1.057;
-0.084;-0.803;-0.356;
-0.009;-0.446;-0.501;
-0.161;-0.661;-0.503;
-0.151;-0.329;-0.409;
-0.104;-0.419;-0.316;
-0.051;-0.647;-0.474;
-0.309;-0.833;-0.482;
-0.046;-0.454;-0.609;
-0.145;-0.521;-0.681;
-0.415;-0.410;-0.498;
-0.036;-0.485;-0.668;
-0.423;-0.717;-0.562;
-0.195;-0.657;-0.750;
-0.213;-0.471;-0.706;
-0.471;-0.830;-0.830;
-0.139;-0.799;-0.322;
-0.326;-0.168;-0.456;
-0.017;-1.243;-0.562;
-0.168;-1.184;-0.947;
-0.122;-0.659;-0.539;
-0.200;-0.830;-0.720;
-0.014;-0.551;-0.486;
-0.321;-1.463;-1.417;
-0.443;-0.309;-0.732;
-0.442;-0.453;-0.652;
-0.148;-0.733;-0.503;
-0.679;-0.578;-0.338;
-0.658;-0.453;-0.679;
-0.028;-0.544;-0.439;
-0.108;-0.434;-0.775;
-0.001;-0.617;-0.561;
-0.230;-0.810;-1.047;
-0.054;-0.661;-0.728;
-0.094;-1.074;-0.536;
-0.411;-1.147;-0.295;
-0.081;-0.399;-0.533;
-0.279;-0.693;-0.458;
-0.042;-0.818;-0.606;
-0.178;-0.524;-0.385;
-0.100;-0.631;-0.382;
-0.083;-0.659;-0.845;
-0.264;-0.572;-0.730;
-0.402;-0.462;-0.484;
-0.068;-0.868;-0.479;
-1.059;-1.342;-0.556;
-0.083;-0.921;-0.752;
-0.249;-0.554;-0.384;
-0.468;-0.312;-0.758;
-0.081;-0.565;-0.350;
-0.506;-0.819;-0.715;
-0.079;-0.513;-0.374;
-0.565;-0.795;-0.531;
-0.138;-0.559;-0.590;
-0.561;-0.308;-0.323;
-0.036;-1.024;-0.920;
-0.805;-0.978;-0.961;
-0.255;-0.376;-0.890;
-0.375;-0.902;-0.379;
-0.459;-1.034;-0.749;
-0.219;-0.543;-0.524;
-0.171;-0.714;-0.563;
-0.253;-0.767;-0.442;
-0.064;-0.378;-0.427;
-0.436;-0.412;-0.399;
-0.371;-0.325;-0.296;
-0.244;-0.314;-1.049;
-0.329;-0.357;-0.259;
-0.351;-0.461;-0.684;
-0.184;-0.767;-0.417;
-0.056;-0.587;-0.559;
-0.332;-0.926;-0.562;
-0.411;-0.580;-0.374;
-0.136;-0.441;-0.472;
-0.612;-0.604;-0.457;
